Posisjon,PARAM,TISSUE_NAME,Year1,Year2,N,Nplus,Mean,p_linear,p_nonlinear,AICc_lin,AICc_nonlin,Lin_slope,Lin_yr1,Lin_yr2,Nonlin_yr1,Nonlin_yr2,Over_LOQ_yr2,Model_used,P_change,Dir_change,trend_text,trend
71,60N 21,30E,CB_S7,Lever,2006,2018,10,10,72.49991108795,0.598357840861159,0.573685428341583,12.0857058335963,11.3329727354047,-0.0143935107348314,4.33455721903914,4.16183509022116,3.88911664436897,3.93309085214738,24,Nonlinear,0.573685428341583,,No trend,1
71,60N 21,30E,CD,Lever,2006,2018,10,10,0.13300415865,0.032517740583169,0.0053762316407393,4.35990885818186,4.35990885900258,-0.0460492151286234,-1.76733850309638,-2.31992908463989,-1.76733850309089,-2.31992908463286,25,Linear,0.032517740583169,Down,Trend down,3
71,60N 21,30E,DDEPP,Lever,2008,2016,7,7,33.8857142857143,0.0872403812008472,0.021794620122475,12.3847950884547,12.3847950891099,-0.0738759261540184,3.80326858164115,3.2122611724089,3.80326858163475,3.21226117240322,24,Linear,0.0872403812008472,,No trend,1
71,60N 21,30E,HCB,Lever,2008,2016,7,7,20.7142857142857,0.72561703063029,0.340047683105583,-10.5552166235573,-10.5552166134491,-0.00251070988995923,3.0410423726012,3.02095669348152,3.04104237260563,3.02095669349049,24,Linear,0.72561703063029,,No trend,1
71,60N 21,30E,HG,Filet,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,,Too little data,0
71,60N 21,30E,PB,Lever,2006,2018,10,7,0.0222,0.115208031244661,0.0138398303929884,16.3420918234865,16.2932168699545,-0.0669598668700201,-3.5056657564759,-4.10830455830606,-3.21140811008628,-3.97338914486976,0,Nonlinear,0.0138398303929884,Down,Trend down,3
72,80N 32,92E,CB_S7,Lever,2006,2019,13,13,85.0502054595128,0.00163142983116327,3.29658795956019e-05,13.6964066198561,11.4007631666003,-0.0881789483154213,4.93089422482631,3.78456789672577,4.82087208309029,3.37356595735243,23,Nonlinear,3.29658795956019e-05,Down,Trend down,3
72,80N 32,92E,CD,Lever,2006,2019,13,13,0.139143765923077,0.0386678910846749,0.99242079734312,11.7328775550075,11.7328775561077,0.0463091495973048,-2.3291699889379,-1.72715104417291,-2.32916998900733,-1.72715104424779,23,Linear,0.0386678910846749,Up,Trend up,2
72,80N 32,92E,DDEPP,Lever,2008,2017,7,7,32.2428571428571,0.147641645056323,0.0415482452947985,10.9181517637356,10.9181517644293,-0.0536532689893827,3.74267516494096,3.25979574403647,3.74267516494171,3.25979574403617,25,Linear,0.147641645056323,,No trend,1
72,80N 32,92E,HCB,Lever,2007,2017,8,8,20.21875,0.631612130915591,0.77820971039055,2.91034794943926,5.32757421169122,0.00835660973372831,2.94912027192451,3.03268636926178,3.02361161349702,3.13184413205628,25,Linear,0.631612130915591,,No trend,1
72,80N 32,92E,HG,Filet,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,,Too little data,0
72,80N 32,92E,PB,Lever,2006,2019,13,10,0.0203496538461538,0.895955397169735,0.392352706189343,24.6452933297589,25.0367250670448,-0.00468405686110045,-3.96469179595049,-4.01621642142259,-3.86047644363355,-3.96137333584953,0,Linear,0.895955397169735,,No trend,1
74,53N 19,93E,CB_S7,Lever,2008,2019,7,7,39.823211375881,0.255162525650564,0.0869379021595014,16.6318954845441,18.2014473951088,-0.0443920383715146,3.89708323547385,3.40877081338713,3.86870347388842,3.35683758787729,19,Linear,0.255162525650564,,No trend,1
74,53N 19,93E,CD,Lever,2007,2019,8,8,0.219995300875,0.0335317741989681,0.996366571368174,5.50009926486393,8.99437426853157,0.0427365870347063,-1.80544662326958,-1.29260757885311,-1.70168801551239,-1.13675224946746,19,Linear,0.0335317741989681,Up,Trend up,2
74,53N 19,93E,DDEPP,Lever,2008,2017,5,5,20.23,0.759527103945883,0.361793902696679,32.6514691449652,32.6514691467179,-0.0193059825748828,3.06599398620424,2.8922401430303,3.06599398620322,2.89224014302546,33,Linear,0.759527103945883,,No trend,1
74,53N 19,93E,HCB,Lever,2007,2017,6,6,16.5583333333333,0.855732588360271,0.581376136958119,11.6463974395459,11.6463974413363,0.00355000097758699,2.77576228439076,2.81126229416663,2.77576228439133,2.81126229416707,33,Linear,0.855732588360271,,No trend,1
74,53N 19,93E,HG,Filet,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,,Too little data,0
74,53N 19,93E,PB,Lever,2007,2019,8,6,0.025625,0.16403474404567,0.0521226834188254,13.9021723432596,13.9021723439442,-0.0417296236606942,-3.4635167967652,-3.96427228069353,-3.46351679675543,-3.96427228068658,6,Linear,0.16403474404567,,No trend,1
